task_id,data_id,stratum,sentence_type,n_spans,spans_json,text
433,c84380417dfc4350b71c16a4b7afb20d-13,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 46, ""text"": ""Но все это беспереспективный беспереспективняк""}, {""start"": 48, ""end"": 124, ""text"": ""не помогли ни консультации психологов, ни тренинги, ни Дед Мороз, ни желания""}, {""start"": 126, ""end"": 184, ""text"": ""которые я загадывала уже много лет, ни Бог, никто и ничто.""}]","Но все это беспереспективный беспереспективняк: не помогли ни консультации психологов, ни тренинги, ни Дед Мороз, ни желания, которые я загадывала уже много лет, ни Бог, никто и ничто."
434,ddefb979ff9c4ec683d3d5f62aa39831-4,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 47, ""text"": ""При родителях или друзьях я веду себя нормально""}, {""start"": 49, ""end"": 93, ""text"": ""а вот наедине сама с собой впадаю в истерику""}, {""start"": 95, ""end"": 148, ""text"": ""которая в дальнейшем приводит к плохому самочувствию.""}]","При родителях или друзьях я веду себя нормально, а вот наедине сама с собой впадаю в истерику, которая в дальнейшем приводит к плохому самочувствию."
435,c17c0b59769f4162813788ad371e4caf-6,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 40, ""text"": "", подруги\"" стали ужасно ко мне относится""}, {""start"": 41, ""end"": 62, ""text"": ""а я ведь тоже человек""}, {""start"": 62, ""end"": 117, ""text"": ""( мне ведь тоже хочется с кем то поговорить не ругаясь.""}]",", подруги"" стали ужасно ко мне относится а я ведь тоже человек( мне ведь тоже хочется с кем то поговорить не ругаясь."
436,9bac0b7dd00747e1a35d3f0565100683-12,presuicidal_monolabel_long,Смешанного типа,8,"[{""start"": 0, ""end"": 38, ""text"": ""После этого я потеряла доверие ко всем""}, {""start"": 40, ""end"": 48, ""text"": ""я поняла""}, {""start"": 49, ""end"": 93, ""text"": ""что для мужчин я просто девушка на одну ночь""}, {""start"": 94, ""end"": 107, ""text"": ""и это при том""}, {""start"": 108, ""end"": 164, ""text"": ""что я даже поводов не давала и одеваюсь довольно закрыто""}, {""start"": 166, ""end"": 186, ""text"": ""но все равно даже те""}, {""start"": 187, ""end"": 205, ""text"": ""с кем я не знакома""}, {""start"": 206, ""end"": 228, ""text"": ""именно так меня видят.""}]","После этого я потеряла доверие ко всем, я поняла что для мужчин я просто девушка на одну ночь и это при том что я даже поводов не давала и одеваюсь довольно закрыто, но все равно даже те с кем я не знакома именно так меня видят."
437,fe760c045c6d49f0b58bcc35de0d7b2c-50,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 89, ""text"": ""Я даже просил полицейского следователя оформить мне явку с повинной за чужое преступление""}, {""start"": 91, ""end"": 133, ""text"": ""что бы отправиться в места лишения свободы""}, {""start"": 135, ""end"": 209, ""text"": ""но был поднят на смех перед его коллегами и выпровожен за дверь отделения.""}]","Я даже просил полицейского следователя оформить мне явку с повинной за чужое преступление, что бы отправиться в места лишения свободы, но был поднят на смех перед его коллегами и выпровожен за дверь отделения."
438,4ee64e1a53df4ee38c847e8c19942fe7-0,presuicidal_monolabel_long,Смешанного типа,9,"[{""start"": 0, ""end"": 24, ""text"": ""Здравствуйте, мне 19 лет""}, {""start"": 26, ""end"": 76, ""text"": ""я учусь на 2 курсе на факультете мировой экономики""}, {""start"": 78, ""end"": 103, ""text"": ""школу окончила с отличием""}, {""start"": 105, ""end"": 288, ""text"": ""с внешностью всё более чем хорошо(голубо-зеленые глаза, пухлые от природы и розовые губы, длинные и пушистые ресници, красивый овал лица, длинные светлые волосы, фигура очень красивая""}, {""start"": 290, ""end"": 309, ""text"": ""от парней нет отбоя""}, {""start"": 311, ""end"": 344, ""text"": ""даже когда мне было всего 4годика""}, {""start"": 346, ""end"": 380, ""text"": ""парни в садике уже за меня дрались""}, {""start"": 382, ""end"": 405, ""text"": ""но мне сейчас не до них""}, {""start"": 406, ""end"": 419, ""text"": ""важнее учеба.""}]","Здравствуйте, мне 19 лет, я учусь на 2 курсе на факультете мировой экономики, школу окончила с отличием, с внешностью всё более чем хорошо(голубо-зеленые глаза, пухлые от природы и розовые губы, длинные и пушистые ресници, красивый овал лица, длинные светлые волосы, фигура очень красивая, от парней нет отбоя, даже когда мне было всего 4годика, парни в садике уже за меня дрались, но мне сейчас не до них:важнее учеба."
439,59436e93e0e2447eac8154268fc5114e-5,presuicidal_monolabel_long,Смешанного типа,9,"[{""start"": 0, ""end"": 27, ""text"": ""не могу раздать долги людям""}, {""start"": 28, ""end"": 65, ""text"": ""от этого испортились лтношения с ними""}, {""start"": 66, ""end"": 97, ""text"": ""мне очень стыдно плохо от этого""}, {""start"": 99, ""end"": 143, ""text"": ""хозяйка смемной квартиры меня выселяет за то""}, {""start"": 144, ""end"": 165, ""text"": ""чтоя плачу не вовремя""}, {""start"": 166, ""end"": 203, ""text"": ""сейчас задержада ей с оплатой 10 дней""}, {""start"": 205, ""end"": 226, ""text"": ""пыталась уговорить ее""}, {""start"": 227, ""end"": 257, ""text"": ""чтоб подождала до моего аванса""}, {""start"": 258, ""end"": 293, ""text"": ""а она категорически не хочет ждать.""}]","не могу раздать долги людям от этого испортились лтношения с ними мне очень стыдно плохо от этого, хозяйка смемной квартиры меня выселяет за то чтоя плачу не вовремя сейчас задержада ей с оплатой 10 дней, пыталась уговорить ее чтоб подождала до моего аванса а она категорически не хочет ждать."
440,846f90168c3542b09e466d47a84bc34f-71,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 47, ""text"": ""К тому моменту никакого имущества я уже не имел""}, {""start"": 49, ""end"": 95, ""text"": ""доходы мои едва покрывали проценты по кредитам""}, {""start"": 97, ""end"": 169, ""text"": ""а еще нужно детей обеспечивать, квартиру снимать, кушать в конце концов.""}]","К тому моменту никакого имущества я уже не имел, доходы мои едва покрывали проценты по кредитам, а еще нужно детей обеспечивать, квартиру снимать, кушать в конце концов."
441,44be72683a544b77816f43015e5d4a08-4,presuicidal_monolabel_long,СПП,2,"[{""start"": 0, ""end"": 42, ""text"": ""Ведь мы живём всю жизнь стараясь не думать""}, {""start"": 44, ""end"": 169, ""text"": ""что в любой момент она может прекратиться и перечеркнуть все оздоровительные процедуры и планы личного развития и обогащения.""}]","Ведь мы живём всю жизнь стараясь не думать, что в любой момент она может прекратиться и перечеркнуть все оздоровительные процедуры и планы личного развития и обогащения."
442,dfb56cddf3734ffcb253abc7fab8ebba-5,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 57, ""text"": ""Я писала и пишу стихи, раньше только на суицидальные темы""}, {""start"": 59, ""end"": 84, ""text"": ""где как правило умирала я""}, {""start"": 86, ""end"": 123, ""text"": ""мысли эти мне просто не давали покоя.""}]","Я писала и пишу стихи, раньше только на суицидальные темы, где как правило умирала я, мысли эти мне просто не давали покоя."
443,cb6a677677e940f1a943eee68af5245e-16,presuicidal_monolabel_long,Смешанного типа,5,"[{""start"": 0, ""end"": 33, ""text"": ""Ну и совсем были дебильные советы""}, {""start"": 36, ""end"": 67, ""text"": ""начни ходить по клубам и бухать""}, {""start"": 69, ""end"": 120, ""text"": ""я последние годы как раз бухал, правда в одну каску""}, {""start"": 122, ""end"": 176, ""text"": ""и с каждой пьянкой чувствовал себя все большим дерьмом""}, {""start"": 178, ""end"": 217, ""text"": ""да и здоровье оставшееся поберечь надо.""}]","Ну и совсем были дебильные советы - начни ходить по клубам и бухать, я последние годы как раз бухал, правда в одну каску, и с каждой пьянкой чувствовал себя все большим дерьмом, да и здоровье оставшееся поберечь надо."
444,820da952bb434076b5894f4390402174-19,presuicidal_monolabel_long,Смешанного типа,4,"[{""start"": 0, ""end"": 63, ""text"": ""А после папиных неудач в бизнесе, чтобы нас окончательно добить""}, {""start"": 64, ""end"": 122, ""text"": ""и мы никуда не высовывались, не требовали вернуть квартиру""}, {""start"": 124, ""end"": 202, ""text"": ""эти люди завели на папу 2 уголовных дела по сфабрикованному, лживому обвинению""}, {""start"": 204, ""end"": 289, ""text"": ""в результате чего он очень нервничал, не занимался своим здоровьем и полностью ослеп.""}]","А после папиных неудач в бизнесе, чтобы нас окончательно добить и мы никуда не высовывались, не требовали вернуть квартиру, эти люди завели на папу 2 уголовных дела по сфабрикованному, лживому обвинению, в результате чего он очень нервничал, не занимался своим здоровьем и полностью ослеп."
445,ce1d75632e3e4b2983cb9d21c58b8434-2,presuicidal_monolabel_long,СПП,2,"[{""start"": 0, ""end"": 61, ""text"": ""В настоящее время я работаю и не работаю, т. е. в связи с тем""}, {""start"": 63, ""end"": 100, ""text"": ""что на меня возбудили уголовное дело.""}]","В настоящее время я работаю и не работаю, т. е. в связи с тем, что на меня возбудили уголовное дело."
446,cd078dd59a764b2c8870ef1d745dc372-13,presuicidal_monolabel_long,Смешанного типа,6,"[{""start"": 0, ""end"": 15, ""text"": ""а я так не хочу""}, {""start"": 17, ""end"": 55, ""text"": ""каждое утро просыпаюсь и вижу это лицо""}, {""start"": 56, ""end"": 94, ""text"": ""и все жизнь на этом становиться пыткой""}, {""start"": 96, ""end"": 130, ""text"": ""потому как работа, встречи и т. д.""}, {""start"": 131, ""end"": 150, ""text"": ""Я не прошу о помощи""}, {""start"": 152, ""end"": 188, ""text"": ""просто хотелось кому то высказаться.""}]","а я так не хочу, каждое утро просыпаюсь и вижу это лицо и все жизнь на этом становиться пыткой, потому как работа, встречи и т. д. Я не прошу о помощи, просто хотелось кому то высказаться."
447,6716770fa8fa4aa09441aae714d5e706-4,presuicidal_monolabel_long,Смешанного типа,4,"[{""start"": 0, ""end"": 12, ""text"": ""И дело в том""}, {""start"": 13, ""end"": 23, ""text"": ""что я знаю""}, {""start"": 24, ""end"": 59, ""text"": ""почему и отчего я несчастна в жизни""}, {""start"": 60, ""end"": 95, ""text"": ""но ничего не могу с собой поделать.""}]",И дело в том что я знаю почему и отчего я несчастна в жизни но ничего не могу с собой поделать.
448,fee0feaf49244c7e90271e330ed8b859-51,presuicidal_monolabel_long,Смешанного типа,4,"[{""start"": 0, ""end"": 40, ""text"": ""Он не стал непосредственно исцелять меня""}, {""start"": 42, ""end"": 69, ""text"": ""но указал мне важные истины""}, {""start"": 71, ""end"": 115, ""text"": ""которые позволили мне решить проблему самому""}, {""start"": 116, ""end"": 156, ""text"": ""( как это произошло – отдельная история.""}]","Он не стал непосредственно исцелять меня, но указал мне важные истины, которые позволили мне решить проблему самому ( как это произошло – отдельная история."
449,027e119ee80f401096bf51c4b0f27fbb-1,presuicidal_monolabel_long,Смешанного типа,6,"[{""start"": 0, ""end"": 32, ""text"": ""сначала они потом всё остальное)""}, {""start"": 33, ""end"": 40, ""text"": ""пейринг""}, {""start"": 41, ""end"": 63, ""text"": ""который мне понравился""}, {""start"": 64, ""end"": 113, ""text"": ""будет гетом Дань Хэн/Март7 такие замечательные 😭🤲""}, {""start"": 114, ""end"": 150, ""text"": ""у неё на стене фотографии совместные""}, {""start"": 151, ""end"": 163, ""text"": ""ну я не могу""}]",сначала они потом всё остальное) пейринг который мне понравился будет гетом Дань Хэн/Март7 такие замечательные 😭🤲 у неё на стене фотографии совместные ну я не могу
450,97c3ad53109445d2b50c392e19b029aa-30,presuicidal_monolabel_long,ССП,3,"[{""start"": 0, ""end"": 33, ""text"": ""Я учусь на философском факультете""}, {""start"": 34, ""end"": 84, ""text"": ""и до ВУЗа я имел привычку постоянно рифлексировать""}, {""start"": 86, ""end"": 135, ""text"": ""а теперь все чаще эти рифлексии уходят в негатив.""}]","Я учусь на философском факультете-и до ВУЗа я имел привычку постоянно рифлексировать, а теперь все чаще эти рифлексии уходят в негатив."
451,d1c5eea779d845ee88b007df859268bc-37,presuicidal_monolabel_long,Смешанного типа,6,"[{""start"": 0, ""end"": 38, ""text"": ""В том году она ко мне пришла и говорит""}, {""start"": 39, ""end"": 51, ""text"": ""А ты помнишь""}, {""start"": 53, ""end"": 103, ""text"": ""что завтра был бы день рождения нашей подруги Кати""}, {""start"": 103, ""end"": 119, ""text"": ""( которую убили)""}, {""start"": 120, ""end"": 144, ""text"": ""Мы долго вспоминали Катю""}, {""start"": 146, ""end"": 169, ""text"": ""какая она была веселая.""}]","В том году она ко мне пришла и говорит:А ты помнишь, что завтра был бы день рождения нашей подруги Кати( которую убили) Мы долго вспоминали Катю, какая она была веселая."
452,8899e451d0e2493ebc513f117cc6bd72-11,presuicidal_monolabel_long,СПП,2,"[{""start"": 0, ""end"": 20, ""text"": ""Может проблема в том""}, {""start"": 22, ""end"": 107, ""text"": ""что я раньше занимался спортом, был баскетболистом, потом перестал и оброс как бирюк.""}]","Может проблема в том, что я раньше занимался спортом, был баскетболистом, потом перестал и оброс как бирюк."
453,cbdacaa7e36445589f29f158fc4147d0-0,presuicidal_monolabel_long,БСП,3,"[{""start"": 0, ""end"": 31, ""text"": ""я правда больше не хочу учиться""}, {""start"": 32, ""end"": 86, ""text"": ""я ВООБЩЕ больше не хочу переступать порог этого здания""}, {""start"": 87, ""end"": 133, ""text"": ""я бы уже забрала документы хоть сегодня оттуда""}]",я правда больше не хочу учиться я ВООБЩЕ больше не хочу переступать порог этого здания я бы уже забрала документы хоть сегодня оттуда
454,1c43028d64844407a4a970f668306290-18,presuicidal_monolabel_long,Не сложное,1,"[{""start"": 0, ""end"": 112, ""text"": ""Я могу часами просто лежать или смотреть в окно, стала чаще плакать, вот сегодня снова рыдала из-за всего этого.""}]","Я могу часами просто лежать или смотреть в окно, стала чаще плакать, вот сегодня снова рыдала из-за всего этого."
455,59885832504640f08cdd59552a5cd5eb-16,presuicidal_monolabel_long,Смешанного типа,3,"[{""start"": 0, ""end"": 31, ""text"": ""В классе меня гнобили - толстый""}, {""start"": 33, ""end"": 50, ""text"": ""но это не страшно""}, {""start"": 52, ""end"": 89, ""text"": ""я особого внимания на это не выделял.""}]","В классе меня гнобили - толстый, но это не страшно, я особого внимания на это не выделял."
456,eae1f386a6e5498ab9c45580b9af4680-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""Блять я хочу умереть нахуй.""}]",Блять я хочу умереть нахуй.
457,494aeed9e3c84651b10eb94b7c45e0a1-3,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 37, ""text"": ""Я дважды пробовала покончить с собой.""}]",Я дважды пробовала покончить с собой.
458,cdab0dcb42244e69b463a9033173a478-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 34, ""text"": ""У меня такая депрессия из-за этого""}]",У меня такая депрессия из-за этого
459,f6c24282c8ed44cfa37b047cb96a042f-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 14, ""text"": ""Я ПРОШЛА ИГРУ!""}]",Я ПРОШЛА ИГРУ!
460,56dc0e38b9044d25b398542afaa0af2e-28,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 52, ""text"": ""Через несколько лет мне уже трудно было даже ходить.""}]",Через несколько лет мне уже трудно было даже ходить.
461,0639871bdf054e97ad627a6fb5c5c333-9,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 30, ""text"": ""я потерял смысл жизни без неё.""}]",я потерял смысл жизни без неё.
462,77b60d05ac6a4939b1e20040decfa5dc-2,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 17, ""text"": ""Я блять иду нахуй""}, {""start"": 18, ""end"": 26, ""text"": ""я поняла""}]",Я блять иду нахуй я поняла
463,ffe862de16e540bd88f20d12ab4af64f-9,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 24, ""text"": ""Мы с мамой были на море.""}]",Мы с мамой были на море.
464,7b079ffce6c4445fb7e280bf63af61e9-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 13, ""text"": ""Повезло мне ✨""}]",Повезло мне ✨
465,9ce5d87cf930427192c3f3f056b21cf7-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 37, ""text"": ""У меня стоит психиатрический диагноз.""}]",У меня стоит психиатрический диагноз.
466,49565eec935d41849a594e345ac56681-1,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 33, ""text"": ""Сейчас я в глубочайшей депрессии.""}]",Сейчас я в глубочайшей депрессии.
467,0a8b7f7d88964eb494915c1b86b2bd99-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 40, ""text"": ""Я всегда выкладываюсь на полную, всегда!""}]","Я всегда выкладываюсь на полную, всегда!"
468,96ab23651c9441ec9fc3f7247614fbdd-27,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 23, ""text"": ""Я обратился к психиатру""}, {""start"": 24, ""end"": 51, ""text"": ""( он у нас работает в псих.""}]",Я обратился к психиатру ( он у нас работает в псих.
469,6a0d3c4ab24f40718081690665d7e051-13,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 36, ""text"": ""я уже просто разочеровалась в жизни!""}]",я уже просто разочеровалась в жизни!
470,6acaa0c7a3fd4f6fb8a714daac0a87c2-13,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 24, ""text"": ""мне ее было очень жалко.""}]",мне ее было очень жалко.
471,16e40c55bfa547ec8a8a2de60061cc5b-8,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 31, ""text"": ""Последний год у меня депрессия.""}]",Последний год у меня депрессия.
472,250e206beb6f48f8a9e2e28a41151e17-8,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 40, ""text"": ""Я уже 3 раза пыталась покончить с собой.""}]",Я уже 3 раза пыталась покончить с собой.
473,c1edc9b58fd143f7940d613d2e70756d-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 28, ""text"": ""добрый день меня завут Вова.""}]",добрый день меня завут Вова.
474,ad68d6a375224a589fb5de5bbcead744-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 35, ""text"": ""Я ПОТАНЦЕВАЛА ПОД ФЕДЕРИКО ФЕЛЛЕНЬЕ""}]",Я ПОТАНЦЕВАЛА ПОД ФЕДЕРИКО ФЕЛЛЕНЬЕ
475,a3d71b7aa5af40299e139321d0ea4a06-9,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 49, ""text"": ""Я потеряла стабильную, хорошооплачеваемую работу.""}]","Я потеряла стабильную, хорошооплачеваемую работу."
476,5f1473c4ea18448183907d2d1c9d3c06-15,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 44, ""text"": ""Тогда я погрузилась в ещё большую депрессию.""}]",Тогда я погрузилась в ещё большую депрессию.
477,a5c34217766b49c8b64bc63618dba297-4,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 17, ""text"": ""Я люблю ее очень.""}]",Я люблю ее очень.
478,a675ef847d3e4a6684d82ce57e1e00e3-1,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 46, ""text"": ""Сегодня я написала заявление об уходе с работы""}, {""start"": 47, ""end"": 89, ""text"": ""( проработала мес после года сидения дома.""}]",Сегодня я написала заявление об уходе с работы ( проработала мес после года сидения дома.
479,166f281a3f76408fbcc3eb90528f5b94-27,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""Все равно это меня достает.""}]",Все равно это меня достает.
480,11fd095ac5ae402d9aba8e18323bac19-11,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 29, ""text"": ""Просто я бы хотела поддержки.""}]",Просто я бы хотела поддержки.
481,38a66e0876134d2a8f99938dc1326837-64,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 28, ""text"": ""Я теперь боюсь жизни, людей.""}]","Я теперь боюсь жизни, людей."
482,759228db66864ee2bfd36607cc5370cc-38,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 42, ""text"": ""Мой отец уехал в Москву в возрасте 15 лет.""}]",Мой отец уехал в Москву в возрасте 15 лет.
483,7e75003a8f7549538b3403d806ba3189-4,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 39, ""text"": ""Я всю жизнь ищу легкие пути, доискался.""}]","Я всю жизнь ищу легкие пути, доискался."
484,b8eb0f6975c045d2a11d1d3cb8ee198c-8,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 36, ""text"": ""Год назад я хотела совершить суицид.""}]",Год назад я хотела совершить суицид.
485,79939567605c47afac0a22b5b6823a60-9,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 25, ""text"": ""Я очень сильно ее любила!""}]",Я очень сильно ее любила!
486,693bb456374e471f98610aaed7fdfa43-4,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""идеалом для меня была мама.""}]",идеалом для меня была мама.
487,b3a8e4f0a0db49ab9c2cd714eb365fd8-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 23, ""text"": ""У меня депрессия уже 1.""}]",У меня депрессия уже 1.
488,df6e34c7c26a43f291f572593408e9ea-10,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 36, ""text"": ""Я полнустью готова совершить суицид.""}]",Я полнустью готова совершить суицид.
489,8603cefab12c4054b2eeb2467fb638c7-11,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 29, ""text"": ""Я резалась, совсем чуть чуть.""}]","Я резалась, совсем чуть чуть."
490,5313b12037f44668a3727d7b15ffc3ab-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 24, ""text"": ""Я хочу умереть, причины:""}]","Я хочу умереть, причины:"
491,82a7f5317edd4c86a6b2cabe8d1de545-6,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 9, ""text"": ""Я особый.""}]",Я особый.
492,a6af7ea3c2c144509234490c448d5e26-107,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 22, ""text"": ""я готова была умереть.""}]",я готова была умереть.
493,7f7a2558baa84762af472a593e1eff4f-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 59, ""text"": ""с самого детства лет с 6 у меня были проблемы со здоровьем.""}]",с самого детства лет с 6 у меня были проблемы со здоровьем.
494,3c08fe43eaf84567ad3982e0089c7d22-50,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 26, ""text"": ""я был невероятно счастлив.""}]",я был невероятно счастлив.
495,6223089d3b5243f49db251336ab1e44f-36,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 49, ""text"": ""Я до этого момента был опять в депрессии большой.""}]",Я до этого момента был опять в депрессии большой.
496,146ce66df97846e6aa3b562c64f8db3c-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 23, ""text"": ""3 года назад я заболел.""}]",3 года назад я заболел.
497,69f065362b4848e28c0d65b68b849fe1-26,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 26, ""text"": ""Для меня это стало ударом.""}]",Для меня это стало ударом.
498,ab82a93ee1044c389aa36fb5a85dd31e-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""До свидания, я в депрессию.""}]","До свидания, я в депрессию."
499,dec363a7a9eb46c796de2401b237224e-6,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 47, ""text"": ""В сложившейся ситуации я виноват полностью сам.""}]",В сложившейся ситуации я виноват полностью сам.
500,f31ec3cf688943f098e5de9fc1eb671d-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 31, ""text"": ""Хочется покончить с собой <ред.""}]",Хочется покончить с собой <ред.
501,abf2158e8be047c89fe95a79e3b59eaf-12,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 37, ""text"": ""Я часто задумываюсь так же о суициде.""}]",Я часто задумываюсь так же о суициде.
502,0df644a3b9ec432ebf07cb725d4ab420-6,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 30, ""text"": ""Я начла думать о самоубийстве.""}]",Я начла думать о самоубийстве.
503,9baa3f6e6d794c01bb1a2f7126a166e0-12,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 54, ""text"": ""Курить траву с сомнительным парнем я пошла с подругой.""}]",Курить траву с сомнительным парнем я пошла с подругой.
504,2a2ca786722c4b02b74a87ca54ab19db-19,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 16, ""text"": ""потом ты говорит""}, {""start"": 17, ""end"": 54, ""text"": ""тварь последняя оставила меня одного.""}]",потом ты говорит тварь последняя оставила меня одного.
505,4a755d039ece4b89a54f25637ec5dbef-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 47, ""text"": ""мне так нравится наблюдать за разборками у них.""}]",мне так нравится наблюдать за разборками у них.
506,9f3acb2a6c704252acc87b40a5a65f97-51,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 15, ""text"": ""Я люблю читать.""}]",Я люблю читать.
507,fd39f88c6c4e4a08b055daca05d8c8f2-15,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 24, ""text"": ""Я был рад, даже счастив.""}]","Я был рад, даже счастив."
508,1b7d7b3d420c4729918cd2c5ee6c949f-8,presuicidal_short_simple,СПП,2,"[{""start"": 0, ""end"": 26, ""text"": ""Очень красивая бразильянка""}, {""start"": 27, ""end"": 52, ""text"": ""которая свела меня с ума.""}]",Очень красивая бразильянка которая свела меня с ума.
509,8ada8482bf8744d28d0e0bd075144f18-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 30, ""text"": ""Я чувствовала себя счастливой.""}]",Я чувствовала себя счастливой.
510,b8e5eb49f2ec4f79bc3004dde9c81e1a-22,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 11, ""text"": ""мы погуляли""}, {""start"": 13, ""end"": 29, ""text"": ""всё было хорошо.""}]","мы погуляли, всё было хорошо."
511,7e763866d6654d60a76896b5e2e077a3-6,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 42, ""text"": ""Для меня последняя точка оказалась такова.""}]",Для меня последняя точка оказалась такова.
512,959d525ed0324f6ba6bf43a3719b03e4-1,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 20, ""text"": ""Я благодарен за это.""}]",Я благодарен за это.
513,92b11b4159ed4928872f75fd4cd92385-26,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 41, ""text"": ""Я уже даже написала предсмертную записку.""}]",Я уже даже написала предсмертную записку.
514,0d963e375b944eae862dd35f666372b7-64,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""Сейчас это мой лучший друг.""}]",Сейчас это мой лучший друг.
515,49de18ac858d476198a62f12dc39a5ae-8,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 44, ""text"": ""Через полгода нашего общения я забеременела.""}]",Через полгода нашего общения я забеременела.
516,8e5b47154b6044a1b5f7d8b62a94c154-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 22, ""text"": ""я в депрессии сильной.""}]",я в депрессии сильной.
517,4e29819990764e3d8508c6fe1132aa5e-22,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 29, ""text"": ""Я давно думаю о самоубийстве.""}]",Я давно думаю о самоубийстве.
518,be6685589094408f94e6c1ae5aa01e41-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 55, ""text"": ""сегодня я благодарю жизнь за печенье в форме динозавров""}]",сегодня я благодарю жизнь за печенье в форме динозавров
519,6230bbdf5a394ec29fc16e80205deeb0-27,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 26, ""text"": ""Я была в настоящей панике.""}]",Я была в настоящей панике.
